"","activity","subject","measurement","average"
"409","WALKING",7,"tBodyAccJerk.mean...Y",0.00760909767418831
"410","WALKING",7,"tBodyAccJerk.mean...Z",-0.00791725696048701
"411","WALKING",7,"tBodyAccJerk.std...X",-0.615131377408279
"412","WALKING",7,"tBodyAccJerk.std...Y",-0.622997416262013
"413","WALKING",7,"tBodyAccJerk.std...Z",-0.664336860544416
"414","WALKING",7,"tBodyAccJerkMag.mean..",-0.622815767680292
"415","WALKING",7,"tBodyAccJerkMag.std..",-0.550560230585714
"416","WALKING",7,"tBodyAccMag.mean..",-0.511312036747403
"417","WALKING",7,"tBodyAccMag.std..",-0.510669879158539
"418","WALKING",7,"tBodyGyro.mean...X",-0.0518716929407792
"419","WALKING",7,"tBodyGyro.mean...Y",-0.0646077113078896
"420","WALKING",7,"tBodyGyro.mean...Z",0.0977671721406169
"421","WALKING",7,"tBodyGyro.std...X",-0.687155474097403
"422","WALKING",7,"tBodyGyro.std...Y",-0.652408657909091
"423","WALKING",7,"tBodyGyro.std...Z",-0.663340760331169
"424","WALKING",7,"tBodyGyroJerk.mean...X",-0.0942037376182662
"425","WALKING",7,"tBodyGyroJerk.mean...Y",-0.0414401406082792
"426","WALKING",7,"tBodyGyroJerk.mean...Z",-0.0610307928148701
"427","WALKING",7,"tBodyGyroJerk.std...X",-0.701731200484416
"428","WALKING",7,"tBodyGyroJerk.std...Y",-0.674920114957468
"429","WALKING",7,"tBodyGyroJerk.std...Z",-0.750808705594156
"430","WALKING",7,"tBodyGyroJerkMag.mean..",-0.713191348337662
"431","WALKING",7,"tBodyGyroJerkMag.std..",-0.658017844948377
"432","WALKING",7,"tBodyGyroMag.mean..",-0.581899897967532
"433","WALKING",7,"tBodyGyroMag.std..",-0.598670795839286
"434","WALKING",7,"tGravityAcc.mean...X",0.681289120844156
"435","WALKING",7,"tGravityAcc.mean...Y",-0.0420221452496753
"436","WALKING",7,"tGravityAcc.mean...Z",0.0342160711928604
"437","WALKING",7,"tGravityAcc.std...X",-0.956538178587662
"438","WALKING",7,"tGravityAcc.std...Y",-0.955312554090909
"439","WALKING",7,"tGravityAcc.std...Z",-0.923304724090909
"440","WALKING",7,"tGravityAccMag.mean..",-0.511312036747403
"441","WALKING",7,"tGravityAccMag.std..",-0.510669879158539
"442","WALKING",8,"fBodyAcc.mean...X",-0.744952162134343
"443","WALKING",8,"fBodyAcc.mean...Y",-0.581854533434343
"444","WALKING",8,"fBodyAcc.mean...Z",-0.779333525707071
"445","WALKING",8,"fBodyAcc.std...X",-0.750599893474747
"446","WALKING",8,"fBodyAcc.std...Y",-0.581953413010101
"447","WALKING",8,"fBodyAcc.std...Z",-0.775167074012121
"448","WALKING",8,"fBodyAccJerk.mean...X",-0.766583223
"449","WALKING",8,"fBodyAccJerk.mean...Y",-0.6623484276
"450","WALKING",8,"fBodyAccJerk.mean...Z",-0.825870984707071
"451","WALKING",8,"fBodyAccJerk.std...X",-0.772811330494949
"452","WALKING",8,"fBodyAccJerk.std...Y",-0.605587691511111
"453","WALKING",8,"fBodyAccJerk.std...Z",-0.850822301313131
"454","WALKING",8,"fBodyAccMag.mean..",-0.693568388292929
"455","WALKING",8,"fBodyAccMag.std..",-0.770877890434343
"456","WALKING",8,"fBodyBodyAccJerkMag.mean..",-0.715745792606061
"457","WALKING",8,"fBodyBodyAccJerkMag.std..",-0.749236439787879
"458","WALKING",8,"fBodyBodyGyroMag.mean..",-0.741679153929293
"459","WALKING",8,"fBodyGyro.mean...X",-0.683114151139394
"460","WALKING",8,"fBodyGyro.mean...Y",-0.757568269575758
"461","WALKING",8,"fBodyGyro.mean...Z",-0.758361298306364
"462","WALKING",8,"fBodyGyro.std...X",-0.736277288818182
"463","WALKING",8,"fBodyGyro.std...Y",-0.728609463015152
"464","WALKING",8,"fBodyGyro.std...Z",-0.781839004848485
"465","WALKING",8,"tBodyAcc.mean...X",0.278268887727273
"466","WALKING",8,"tBodyAcc.mean...Y",-0.0144537072594949
"467","WALKING",8,"tBodyAcc.mean...Z",-0.109006309141414
"468","WALKING",8,"tBodyAcc.std...X",-0.74865488820202
"469","WALKING",8,"tBodyAcc.std...Y",-0.563450610434343
"470","WALKING",8,"tBodyAcc.std...Z",-0.764554510484848
"471","WALKING",8,"tBodyAccJerk.mean...X",0.0686095366464646
"472","WALKING",8,"tBodyAccJerk.mean...Y",0.00496415698757576
"473","WALKING",8,"tBodyAccJerk.mean...Z",-0.0110211649991919
"474","WALKING",8,"tBodyAccJerk.std...X",-0.75891396439596
"475","WALKING",8,"tBodyAccJerk.std...Y",-0.622728559242424
"476","WALKING",8,"tBodyAccJerk.std...Z",-0.839104346969697
"477","WALKING",8,"tBodyAccJerkMag.mean..",-0.725727509270707
"478","WALKING",8,"tBodyAccJerkMag.std..",-0.72913616179798
"479","WALKING",8,"tBodyAccMag.mean..",-0.684607146515152
"480","WALKING",8,"tBodyAccMag.std..",-0.71328703040404
"481","WALKING",8,"tBodyGyro.mean...X",-0.0246599261523232
"482","WALKING",8,"tBodyGyro.mean...Y",-0.0744394650058586
"483","WALKING",8,"tBodyGyro.mean...Z",0.0811768351261616
"484","WALKING",8,"tBodyGyro.std...X",-0.722590642727273
"485","WALKING",8,"tBodyGyro.std...Y",-0.737675052783838
"486","WALKING",8,"tBodyGyro.std...Z",-0.758998747676768
"487","WALKING",8,"tBodyGyroJerk.mean...X",-0.107118837989899
"488","WALKING",8,"tBodyGyroJerk.mean...Y",-0.036876527389899
"489","WALKING",8,"tBodyGyroJerk.mean...Z",-0.0602582019292929
"490","WALKING",8,"tBodyGyroJerk.std...X",-0.735883130212121
"491","WALKING",8,"tBodyGyroJerk.std...Y",-0.817212596262626
"492","WALKING",8,"tBodyGyroJerk.std...Z",-0.821631316060606
"493","WALKING",8,"tBodyGyroJerkMag.mean..",-0.790885296565657
"494","WALKING",8,"tBodyGyroJerkMag.std..",-0.825828347373737
"495","WALKING",8,"tBodyGyroMag.mean..",-0.663265892582828
"496","WALKING",8,"tBodyGyroMag.std..",-0.72093816099596
"497","WALKING",8,"tGravityAcc.mean...X",0.601782571919192
"498","WALKING",8,"tGravityAcc.mean...Y",0.187298246666667
"499","WALKING",8,"tGravityAcc.mean...Z",0.177007409196192
"500","WALKING",8,"tGravityAcc.std...X",-0.974751332424242
"501","WALKING",8,"tGravityAcc.std...Y",-0.955912054070707
"502","WALKING",8,"tGravityAcc.std...Z",-0.956116882020202
"503","WALKING",8,"tGravityAccMag.mean..",-0.684607146515152
"504","WALKING",8,"tGravityAccMag.std..",-0.71328703040404
"505","WALKING_UPSTAIRS",8,"fBodyAcc.mean...X",-0.493100898158791
"506","WALKING_UPSTAIRS",8,"fBodyAcc.mean...Y",-0.262394129472527
"507","WALKING_UPSTAIRS",8,"fBodyAcc.mean...Z",-0.426764775743407
"508","WALKING_UPSTAIRS",8,"fBodyAcc.std...X",-0.495451225035714
"509","WALKING_UPSTAIRS",8,"fBodyAcc.std...Y",-0.268071852098901
"510","WALKING_UPSTAIRS",8,"fBodyAcc.std...Z",-0.370711173704945
"511","WALKING_UPSTAIRS",8,"fBodyAccJerk.mean...X",-0.496470870779121
"512","WALKING_UPSTAIRS",8,"fBodyAccJerk.mean...Y",-0.405368968365934
"513","WALKING_UPSTAIRS",8,"fBodyAccJerk.mean...Z",-0.545511445001648
"514","WALKING_UPSTAIRS",8,"fBodyAccJerk.std...X",-0.50375369885989
"515","WALKING_UPSTAIRS",8,"fBodyAccJerk.std...Y",-0.375199658110989
"516","WALKING_UPSTAIRS",8,"fBodyAccJerk.std...Z",-0.604806207873626
"517","WALKING_UPSTAIRS",8,"fBodyAccMag.mean..",-0.413399661273626
"518","WALKING_UPSTAIRS",8,"fBodyAccMag.std..",-0.5867768587
"519","WALKING_UPSTAIRS",8,"fBodyBodyAccJerkMag.mean..",-0.427796629448901
"520","WALKING_UPSTAIRS",8,"fBodyBodyAccJerkMag.std..",-0.546655472807692
"521","WALKING_UPSTAIRS",8,"fBodyBodyGyroMag.mean..",-0.538348071541758
"522","WALKING_UPSTAIRS",8,"fBodyGyro.mean...X",-0.556923952791209
"523","WALKING_UPSTAIRS",8,"fBodyGyro.mean...Y",-0.477139862384066
"524","WALKING_UPSTAIRS",8,"fBodyGyro.mean...Z",-0.398930833626374
"525","WALKING_UPSTAIRS",8,"fBodyGyro.std...X",-0.64209298143956
"526","WALKING_UPSTAIRS",8,"fBodyGyro.std...Y",-0.488490067373626
"527","WALKING_UPSTAIRS",8,"fBodyGyro.std...Z",-0.430017097315385
"528","WALKING_UPSTAIRS",8,"tBodyAcc.mean...X",0.266674048906593
"529","WALKING_UPSTAIRS",8,"tBodyAcc.mean...Y",-0.0202216031321978
"530","WALKING_UPSTAIRS",8,"tBodyAcc.mean...Z",-0.105614723352747
"531","WALKING_UPSTAIRS",8,"tBodyAcc.std...X",-0.492827508658791
"532","WALKING_UPSTAIRS",8,"tBodyAcc.std...Y",-0.232940759736264
"533","WALKING_UPSTAIRS",8,"tBodyAcc.std...Z",-0.355279828382418
"534","WALKING_UPSTAIRS",8,"tBodyAccJerk.mean...X",0.0927048369369231
"535","WALKING_UPSTAIRS",8,"tBodyAccJerk.mean...Y",-0.00137201536971429
"536","WALKING_UPSTAIRS",8,"tBodyAccJerk.mean...Z",-0.0243776605506593
"537","WALKING_UPSTAIRS",8,"tBodyAccJerk.std...X",-0.476492149967033
"538","WALKING_UPSTAIRS",8,"tBodyAccJerk.std...Y",-0.369514157182418
"539","WALKING_UPSTAIRS",8,"tBodyAccJerk.std...Z",-0.575477616297802
"540","WALKING_UPSTAIRS",8,"tBodyAccJerkMag.mean..",-0.43009251566033
"541","WALKING_UPSTAIRS",8,"tBodyAccJerkMag.std..",-0.474901933907692
"542","WALKING_UPSTAIRS",8,"tBodyAccMag.mean..",-0.350982093868132
"543","WALKING_UPSTAIRS",8,"tBodyAccMag.std..",-0.467415039361538
"544","WALKING_UPSTAIRS",8,"tBodyGyro.mean...X",0.0189575502203297
"545","WALKING_UPSTAIRS",8,"tBodyGyro.mean...Y",-0.100127874875824
"546","WALKING_UPSTAIRS",8,"tBodyGyro.mean...Z",0.0547905121285714
"547","WALKING_UPSTAIRS",8,"tBodyGyro.std...X",-0.620116117863736
"548","WALKING_UPSTAIRS",8,"tBodyGyro.std...Y",-0.480245370202198
"549","WALKING_UPSTAIRS",8,"tBodyGyro.std...Z",-0.376704871767033
"550","WALKING_UPSTAIRS",8,"tBodyGyroJerk.mean...X",-0.103800903023626
"551","WALKING_UPSTAIRS",8,"tBodyGyroJerk.mean...Y",-0.0418414216578022
"552","WALKING_UPSTAIRS",8,"tBodyGyroJerk.mean...Z",-0.0572174004291209
"553","WALKING_UPSTAIRS",8,"tBodyGyroJerk.std...X",-0.641858248288461
"554","WALKING_UPSTAIRS",8,"tBodyGyroJerk.std...Y",-0.610128463632967
"555","WALKING_UPSTAIRS",8,"tBodyGyroJerk.std...Z",-0.627616233532967
"556","WALKING_UPSTAIRS",8,"tBodyGyroJerkMag.mean..",-0.60984136456044
"557","WALKING_UPSTAIRS",8,"tBodyGyroJerkMag.std..",-0.656008680989011
"558","WALKING_UPSTAIRS",8,"tBodyGyroMag.mean..",-0.374467449722308
"559","WALKING_UPSTAIRS",8,"tBodyGyroMag.std..",-0.505532707924725
"560","WALKING_UPSTAIRS",8,"tGravityAcc.mean...X",0.672365454230769
"561","WALKING_UPSTAIRS",8,"tGravityAcc.mean...Y",-0.0550675502272528
"562","WALKING_UPSTAIRS",8,"tGravityAcc.mean...Z",0.0328742204443956
"563","WALKING_UPSTAIRS",8,"tGravityAcc.std...X",-0.943108468384615
"564","WALKING_UPSTAIRS",8,"tGravityAcc.std...Y",-0.944385490274725
"565","WALKING_UPSTAIRS",8,"tGravityAcc.std...Z",-0.905264808527472
"566","WALKING_UPSTAIRS",8,"tGravityAccMag.mean..",-0.350982093868132
"567","WALKING_UPSTAIRS",8,"tGravityAccMag.std..",-0.467415039361538
"568","STANDING",9,"fBodyAcc.mean...X",-0.579258404408681
"569","STANDING",9,"fBodyAcc.mean...Y",-0.610267804090278
"570","STANDING",9,"fBodyAcc.mean...Z",-0.592119122804271
"571","STANDING",9,"fBodyAcc.std...X",-0.547995744907986
"572","STANDING",9,"fBodyAcc.std...Y",-0.586766083232639
"573","STANDING",9,"fBodyAcc.std...Z",-0.501074006965903
"574","STANDING",9,"fBodyAccJerk.mean...X",-0.621377141312847
"575","STANDING",9,"fBodyAccJerk.mean...Y",-0.699766614569444
"576","STANDING",9,"fBodyAccJerk.mean...Z",-0.702931927996528
"577","STANDING",9,"fBodyAccJerk.std...X",-0.572819893733993
"578","STANDING",9,"fBodyAccJerk.std...Y",-0.679065855003472
"579","STANDING",9,"fBodyAccJerk.std...Z",-0.739139922708333
"580","STANDING",9,"fBodyAccMag.mean..",-0.553186448295139
"581","STANDING",9,"fBodyAccMag.std..",-0.624456827182986
"582","STANDING",9,"fBodyBodyAccJerkMag.mean..",-0.609193721940625
"583","STANDING",9,"fBodyBodyAccJerkMag.std..",-0.611619343190972
"584","STANDING",9,"fBodyBodyGyroMag.mean..",-0.700863097986111
"585","STANDING",9,"fBodyGyro.mean...X",-0.639863219559028
"586","STANDING",9,"fBodyGyro.mean...Y",-0.683924287600694
"587","STANDING",9,"fBodyGyro.mean...Z",-0.612680463163889
"588","STANDING",9,"fBodyGyro.std...X",-0.690689895534722
"589","STANDING",9,"fBodyGyro.std...Y",-0.667203220760417
"590","STANDING",9,"fBodyGyro.std...Z",-0.619468634127778
"591","STANDING",9,"tBodyAcc.mean...X",0.270313841621528
"592","STANDING",9,"tBodyAcc.mean...Y",-0.0209466555412396
"593","STANDING",9,"tBodyAcc.mean...Z",-0.101233826213889
"594","STANDING",9,"tBodyAcc.std...X",-0.555656544538194
"595","STANDING",9,"tBodyAcc.std...Y",-0.5758878952125
"596","STANDING",9,"tBodyAcc.std...Z",-0.506111776081806
"597","STANDING",9,"tBodyAccJerk.mean...X",0.0840171430291667
"598","STANDING",9,"tBodyAccJerk.mean...Y",0.00678485848399306
"599","STANDING",9,"tBodyAccJerk.mean...Z",-0.00102998088194444
"600","STANDING",9,"tBodyAccJerk.std...X",-0.578305161360069
"601","STANDING",9,"tBodyAccJerk.std...Y",-0.678923872274306
"602","STANDING",9,"tBodyAccJerk.std...Z",-0.721610094569444
"603","STANDING",9,"tBodyAccJerkMag.mean..",-0.621608245092361
"604","STANDING",9,"tBodyAccJerkMag.std..",-0.608862145384722
"605","STANDING",9,"tBodyAccMag.mean..",-0.505183470509188
"606","STANDING",9,"tBodyAccMag.std..",-0.553038255314792
"607","STANDING",9,"tBodyGyro.mean...X",-0.0701318154561458
"608","STANDING",9,"tBodyGyro.mean...Y",-0.0729884312991667
"609","STANDING",9,"tBodyGyro.mean...Z",0.109092913237986
"610","STANDING",9,"tBodyGyro.std...X",-0.676452392569444
"611","STANDING",9,"tBodyGyro.std...Y",-0.670498220701389
"612","STANDING",9,"tBodyGyro.std...Z",-0.587557692291458
"613","STANDING",9,"tBodyGyroJerk.mean...X",-0.0892254930640278
"614","STANDING",9,"tBodyGyroJerk.mean...Y",-0.0397344421815972
"615","STANDING",9,"tBodyGyroJerk.mean...Z",-0.053402884281875
"616","STANDING",9,"tBodyGyroJerk.std...X",-0.7617108665625
"617","STANDING",9,"tBodyGyroJerk.std...Y",-0.773273878854167
"618","STANDING",9,"tBodyGyroJerk.std...Z",-0.744656038298611
"619","STANDING",9,"tBodyGyroJerkMag.mean..",-0.7629795809375
"620","STANDING",9,"tBodyGyroJerkMag.std..",-0.786176892048611
"621","STANDING",9,"tBodyGyroMag.mean..",-0.550201866572569
"622","STANDING",9,"tBodyGyroMag.std..",-0.663198385034722
"623","STANDING",9,"tGravityAcc.mean...X",0.670845545555556
"624","STANDING",9,"tGravityAcc.mean...Y",-0.0467446999509028
"625","STANDING",9,"tGravityAcc.mean...Z",0.104353653032743
"626","STANDING",9,"tGravityAcc.std...X",-0.958784666180556
"627","STANDING",9,"tGravityAcc.std...Y",-0.949938115208333
"628","STANDING",9,"tGravityAcc.std...Z",-0.920554317815972
"629","STANDING",9,"tGravityAccMag.mean..",-0.505183470509188
"630","STANDING",9,"tGravityAccMag.std..",-0.553038255314792
"631","LAYING",10,"fBodyAcc.mean...X",-0.391578450863636
"632","LAYING",10,"fBodyAcc.mean...Y",-0.384966594429798
"633","LAYING",10,"fBodyAcc.mean...Z",-0.554573027192929
"634","LAYING",10,"fBodyAcc.std...X",-0.393411346447475
"635","LAYING",10,"fBodyAcc.std...Y",-0.42583273029202
"636","LAYING",10,"fBodyAcc.std...Z",-0.511764535653535
"637","LAYING",10,"fBodyAccJerk.mean...X",-0.412057314516667
"638","LAYING",10,"fBodyAccJerk.mean...Y",-0.463058241109444
"639","LAYING",10,"fBodyAccJerk.mean...Z",-0.645684616799495
"640","LAYING",10,"fBodyAccJerk.std...X",-0.418627017293636
"641","LAYING",10,"fBodyAccJerk.std...Y",-0.466687914596465
"642","LAYING",10,"fBodyAccJerk.std...Z",-0.72073657040404
"643","LAYING",10,"fBodyAccMag.mean..",-0.388684286908081
"644","LAYING",10,"fBodyAccMag.std..",-0.535760386288384
"645","LAYING",10,"fBodyBodyAccJerkMag.mean..",-0.385138891111111
"646","LAYING",10,"fBodyBodyAccJerkMag.std..",-0.447367612044293
"647","LAYING",10,"fBodyBodyGyroMag.mean..",-0.572513090661616
"648","LAYING",10,"fBodyGyro.mean...X",-0.523601248676313
"649","LAYING",10,"fBodyGyro.mean...Y",-0.545223158712121
"650","LAYING",10,"fBodyGyro.mean...Z",-0.458413809783333
"651","LAYING",10,"fBodyGyro.std...X",-0.612021917085859
"652","LAYING",10,"fBodyGyro.std...Y",-0.429815824722222
"653","LAYING",10,"fBodyGyro.std...Z",-0.556786812576768
"654","LAYING",10,"tBodyAcc.mean...X",0.276977089565657
"655","LAYING",10,"tBodyAcc.mean...Y",-0.0170332984576263
"656","LAYING",10,"tBodyAcc.mean...Z",-0.110873504487879
"657","LAYING",10,"tBodyAcc.std...X",-0.391986316171717
"658","LAYING",10,"tBodyAcc.std...Y",-0.385673788492929
"659","LAYING",10,"tBodyAcc.std...Z",-0.498647004568434
"660","LAYING",10,"tBodyAccJerk.mean...X",0.0794633942257576
"661","LAYING",10,"tBodyAccJerk.mean...Y",0.0169399674191919
"662","LAYING",10,"tBodyAccJerk.mean...Z",-0.0162372728227273
"663","LAYING",10,"tBodyAccJerk.std...X",-0.388135257723232
"664","LAYING",10,"tBodyAccJerk.std...Y",-0.446206050364596
"665","LAYING",10,"tBodyAccJerk.std...Z",-0.68333034690404
"666","LAYING",10,"tBodyAccJerkMag.mean..",-0.462110641822066
"667","LAYING",10,"tBodyAccJerkMag.std..",-0.409095655168687
"668","LAYING",10,"tBodyAccMag.mean..",-0.357419738586162
"669","LAYING",10,"tBodyAccMag.std..",-0.424185928311495
"670","LAYING",10,"tBodyGyro.mean...X",-0.0150986647713131
"671","LAYING",10,"tBodyGyro.mean...Y",-0.0917433860077424
"672","LAYING",10,"tBodyGyro.mean...Z",0.0852285528396465
"673","LAYING",10,"tBodyGyro.std...X",-0.58889324085202
"674","LAYING",10,"tBodyGyro.std...Y",-0.465358408925253
"675","LAYING",10,"tBodyGyro.std...Z",-0.496858788129293
"676","LAYING",10,"tBodyGyroJerk.mean...X",-0.111993956719192
"677","LAYING",10,"tBodyGyroJerk.mean...Y",-0.0397793980300505
"678","LAYING",10,"tBodyGyroJerk.mean...Z",-0.0573109579154545
"679","LAYING",10,"tBodyGyroJerk.std...X",-0.632505796969697
"680","LAYING",10,"tBodyGyroJerk.std...Y",-0.708431890757576
"681","LAYING",10,"tBodyGyroJerk.std...Z",-0.607442629772727
"682","LAYING",10,"tBodyGyroJerkMag.mean..",-0.665691018181818
"683","LAYING",10,"tBodyGyroJerkMag.std..",-0.714913442525253
"684","LAYING",10,"tBodyGyroMag.mean..",-0.388314506775758
"685","LAYING",10,"tBodyGyroMag.std..",-0.522604974987475
"686","LAYING",10,"tGravityAcc.mean...X",0.740684960252525
"687","LAYING",10,"tGravityAcc.mean...Y",-0.207161356161616
"688","LAYING",10,"tGravityAcc.mean...Z",0.108410428305944
"689","LAYING",10,"tGravityAcc.std...X",-0.964710125
"690","LAYING",10,"tGravityAcc.std...Y",-0.95504237949495
"691","LAYING",10,"tGravityAcc.std...Z",-0.927801700555556
"692","LAYING",10,"tGravityAccMag.mean..",-0.357419738586162
"693","LAYING",10,"tGravityAccMag.std..",-0.424185928311495
"694","STANDING",10,"fBodyAcc.mean...X",-0.822505930166667
"695","STANDING",10,"fBodyAcc.mean...Y",-0.720876538833333
"696","STANDING",10,"fBodyAcc.mean...Z",-0.862321343125
"697","STANDING",10,"fBodyAcc.std...X",-0.845922740729167
"698","STANDING",10,"fBodyAcc.std...Y",-0.751383960510417
"699","STANDING",10,"fBodyAcc.std...Z",-0.86121794721875
"700","STANDING",10,"fBodyAccJerk.mean...X",-0.826063598282292
"701","STANDING",10,"fBodyAccJerk.mean...Y",-0.744950073
"702","STANDING",10,"fBodyAccJerk.mean...Z",-0.878450186458333
"703","STANDING",10,"fBodyAccJerk.std...X",-0.831379930459062
"704","STANDING",10,"fBodyAccJerk.std...Y",-0.7410383354375
"705","STANDING",10,"fBodyAccJerk.std...Z",-0.899683347916667
"706","STANDING",10,"fBodyAccMag.mean..",-0.786961677072917
"707","STANDING",10,"fBodyAccMag.std..",-0.834157293125
"708","STANDING",10,"fBodyBodyAccJerkMag.mean..",-0.783269770302083
"709","STANDING",10,"fBodyBodyAccJerkMag.std..",-0.770950588979167
"710","STANDING",10,"fBodyBodyGyroMag.mean..",-0.845024943541667
"711","STANDING",10,"fBodyGyro.mean...X",-0.819983751770833
"712","STANDING",10,"fBodyGyro.mean...Y",-0.861050933645833
"713","STANDING",10,"fBodyGyro.mean...Z",-0.792357543844792
"714","STANDING",10,"fBodyGyro.std...X",-0.858958473125
"715","STANDING",10,"fBodyGyro.std...Y",-0.846707374791667
"716","STANDING",10,"fBodyGyro.std...Z",-0.829842093020833
"717","STANDING",10,"tBodyAcc.mean...X",0.276583204166667
"718","STANDING",10,"tBodyAcc.mean...Y",-0.0194909304979167
"719","STANDING",10,"tBodyAcc.mean...Z",-0.1121843393125
"720","STANDING",10,"tBodyAcc.std...X",-0.838564338333333
"721","STANDING",10,"tBodyAcc.std...Y",-0.727853336020833
"722","STANDING",10,"tBodyAcc.std...Z",-0.854294969270833
"723","STANDING",10,"tBodyAccJerk.mean...X",0.080527512159375
"724","STANDING",10,"tBodyAccJerk.mean...Y",0.004611439794375
"725","STANDING",10,"tBodyAccJerk.mean...Z",-0.00128744623489583
"726","STANDING",10,"tBodyAccJerk.std...X",-0.820707124664583
"727","STANDING",10,"tBodyAccJerk.std...Y",-0.7341746674375
"728","STANDING",10,"tBodyAccJerk.std...Z",-0.889739520625
"729","STANDING",10,"tBodyAccJerkMag.mean..",-0.8162927158125
"730","STANDING",10,"tBodyAccJerkMag.std..",-0.777345431613542
"731","STANDING",10,"tBodyAccMag.mean..",-0.801728673104167
"732","STANDING",10,"tBodyAccMag.std..",-0.795247255416667
"733","STANDING",10,"tBodyGyro.mean...X",-0.0255225107895833
"734","STANDING",10,"tBodyGyro.mean...Y",-0.0699903917025
"735","STANDING",10,"tBodyGyro.mean...Z",0.10298476965625
"736","STANDING",10,"tBodyGyro.std...X",-0.849243536458333
"737","STANDING",10,"tBodyGyro.std...Y",-0.851156069375
"738","STANDING",10,"tBodyGyro.std...Z",-0.807039630885417
"739","STANDING",10,"tBodyGyroJerk.mean...X",-0.10022438078125
"740","STANDING",10,"tBodyGyroJerk.mean...Y",-0.0478723615625
"741","STANDING",10,"tBodyGyroJerk.mean...Z",-0.0519245405385417
"742","STANDING",10,"tBodyGyroJerk.std...X",-0.849140011666667
"743","STANDING",10,"tBodyGyroJerk.std...Y",-0.892824673645833
"744","STANDING",10,"tBodyGyroJerk.std...Z",-0.850475350104167
"745","STANDING",10,"tBodyGyroJerkMag.mean..",-0.876313803854167
"746","STANDING",10,"tBodyGyroJerkMag.std..",-0.880007876041667
"747","STANDING",10,"tBodyGyroMag.mean..",-0.797174474479167
"748","STANDING",10,"tBodyGyroMag.std..",-0.834377870416667
"749","STANDING",10,"tGravityAcc.mean...X",0.441236068541667
"750","STANDING",10,"tGravityAcc.mean...Y",0.2005691803125
"751","STANDING",10,"tGravityAcc.mean...Z",-0.05453204484375
"752","STANDING",10,"tGravityAcc.std...X",-0.968072754375
"753","STANDING",10,"tGravityAcc.std...Y",-0.953455064479167
"754","STANDING",10,"tGravityAcc.std...Z",-0.961197428552083
"755","STANDING",10,"tGravityAccMag.mean..",-0.801728673104167
"756","STANDING",10,"tGravityAccMag.std..",-0.795247255416667
"757","WALKING_UPSTAIRS",11,"fBodyAcc.mean...X",-0.619524028324684
"758","WALKING_UPSTAIRS",11,"fBodyAcc.mean...Y",-0.531455265662532
"759","WALKING_UPSTAIRS",11,"fBodyAcc.mean...Z",-0.750026145791139
"760","WALKING_UPSTAIRS",11,"fBodyAcc.std...X",-0.579491754749367
"761","WALKING_UPSTAIRS",11,"fBodyAcc.std...Y",-0.502570240243354
"762","WALKING_UPSTAIRS",11,"fBodyAcc.std...Z",-0.652095671108544
"763","WALKING_UPSTAIRS",11,"fBodyAccJerk.mean...X",-0.676672987166456
"764","WALKING_UPSTAIRS",11,"fBodyAccJerk.mean...Y",-0.632374688606013
"765","WALKING_UPSTAIRS",11,"fBodyAccJerk.mean...Z",-0.825559590221519
"766","WALKING_UPSTAIRS",11,"fBodyAccJerk.std...X",-0.672195644346519
"767","WALKING_UPSTAIRS",11,"fBodyAccJerk.std...Y",-0.609444998247785
"768","WALKING_UPSTAIRS",11,"fBodyAccJerk.std...Z",-0.858259630601266
"769","WALKING_UPSTAIRS",11,"fBodyAccMag.mean..",-0.611528074359177
"770","WALKING_UPSTAIRS",11,"fBodyAccMag.std..",-0.674470159009494
"771","WALKING_UPSTAIRS",11,"fBodyBodyAccJerkMag.mean..",-0.656133473274684
"772","WALKING_UPSTAIRS",11,"fBodyBodyAccJerkMag.std..",-0.676925075857595
"773","WALKING_UPSTAIRS",11,"fBodyBodyGyroMag.mean..",-0.757585939588608
"774","WALKING_UPSTAIRS",11,"fBodyGyro.mean...X",-0.709949332117089
"775","WALKING_UPSTAIRS",11,"fBodyGyro.mean...Y",-0.776852868955696
"776","WALKING_UPSTAIRS",11,"fBodyGyro.mean...Z",-0.708842979272152
"777","WALKING_UPSTAIRS",11,"fBodyGyro.std...X",-0.751758277167721
"778","WALKING_UPSTAIRS",11,"fBodyGyro.std...Y",-0.670892713066772
"779","WALKING_UPSTAIRS",11,"fBodyGyro.std...Z",-0.75596062835443
"780","WALKING_UPSTAIRS",11,"tBodyAcc.mean...X",0.27658531139557
"781","WALKING_UPSTAIRS",11,"tBodyAcc.mean...Y",-0.0191272531933228
"782","WALKING_UPSTAIRS",11,"tBodyAcc.mean...Z",-0.108941761642405
"783","WALKING_UPSTAIRS",11,"tBodyAcc.std...X",-0.58947649779557
"784","WALKING_UPSTAIRS",11,"tBodyAcc.std...Y",-0.490379346996835
"785","WALKING_UPSTAIRS",11,"tBodyAcc.std...Z",-0.665324314227848
"786","WALKING_UPSTAIRS",11,"tBodyAccJerk.mean...X",0.0830134540658228
"787","WALKING_UPSTAIRS",11,"tBodyAccJerk.mean...Y",0.0078044254343038
"788","WALKING_UPSTAIRS",11,"tBodyAccJerk.mean...Z",-0.00657424975259494
"789","WALKING_UPSTAIRS",11,"tBodyAccJerk.std...X",-0.659323083055063
"790","WALKING_UPSTAIRS",11,"tBodyAccJerk.std...Y",-0.608784226719937
"791","WALKING_UPSTAIRS",11,"tBodyAccJerk.std...Z",-0.842511816044304
